Day of the Week,Month,Open,High,Low,Close,Adj Close,Volume
4,2,60.52,60.709999,58.855,59.080002,58.364376,3874700
5,2,59,59.84,58.709999,59.82,59.095413,3826300
1,2,59.82,60.415001,59.619999,60.32,59.589355,3520600
2,2,60.040001,60.040001,59.009998,59.759998,59.036137,3749100
3,2,59.310001,59.759998,59.02,59.759998,59.036137,2357500
4,2,58.970001,59.384998,58.290001,58.68,57.969223,4302100
5,2,58.259998,58.505001,57.740002,58.130001,57.425884,4317200
2,2,57.700001,57.880001,56.700001,56.84,56.151508,6615600
3,2,56.779999,57.435001,56.700001,57.009998,56.319447,3735400
4,2,57.41,57.720001,56.330002,57.189999,56.497269,4154000
5,2,56.360001,57.875,56.060001,57.790001,57.090004,4831800
1,2,57.380001,57.639999,56.799999,56.990002,56.990002,5443100
2,2,57.119999,57.509998,56.869999,57.200001,57.200001,5835300
3,3,57.290001,58.654999,57.23,58.02,58.02,4535100
4,3,57.759998,58.646,57.349998,58.439999,58.439999,3992400
5,3,58.560001,58.75,57.794998,58.32,58.32,3463600
1,3,58.009998,58.25,56.77,57.110001,57.110001,4841200
