Day of the Week,Month,Open,High,Low,Close,Adj Close,Volume
3,12,690,705,690,690,690,40000
4,12,690,705,690,690,690,3000
5,12,690,705,690,690,690,1000
1,12,695,705,695,695,695,20000
2,12,700,710,700,700,700,20000
3,12,700,715,700,700,700,60000
4,12,700,700,700,700,700,0
5,12,705,720,705,705,705,20000
1,12,710,725,710,710,710,20000
2,12,710,725,710,710,710,10000
3,12,710,725,710,710,710,10000
4,12,720,735,720,720,720,3000
5,12,730,745,730,730,730,20000
1,12,730,750,730,730,730,4000
2,12,735,750,735,735,735,20000
3,12,755,770,755,755,755,20000
4,12,770,790,770,770,770,20000
1,12,770,790,770,770,770,20000
2,12,770,785,770,770,770,2000
3,12,770,785,770,770,770,30000
4,12,775,790,775,775,775,20000
5,12,775,790,775,775,775,4000
1,1,775,790,775,775,775,8000
2,1,775,790,775,775,775,20000
3,1,775,790,775,775,775,6000
4,1,775,790,775,775,775,10000
5,1,780,795,780,780,780,10000
1,1,790,800,790,790,790,40000
2,1,790,800,785,785,785,30000
3,1,785,800,785,785,785,1000
4,1,785,800,785,785,785,20000
5,1,785,800,785,785,785,8000
1,1,785,790,775,775,775,40000
2,1,775,775,775,775,775,0
3,1,775,790,770,770,770,2000
4,1,770,790,770,770,770,5000
5,1,770,790,770,770,770,30000
1,1,770,780,760,760,760,30000
2,1,760,775,760,760,760,40000
3,1,760,775,755,755,755,2000
4,1,755,775,755,755,755,6000
5,1,755,775,755,755,755,10000
1,1,765,780,765,765,765,20000
2,2,770,785,770,770,770,30000
3,2,770,780,765,765,765,20000
4,2,765,780,765,765,765,6000
5,2,765,765,765,765,765,0
1,2,765,780,765,765,765,20000
2,2,765,780,765,765,765,30000
3,2,765,780,765,765,765,1000
4,2,765,785,765,765,765,40000
5,2,770,785,770,770,770,10000
1,2,780,795,780,780,780,30000
2,2,785,800,785,785,785,10000
3,2,785,800,780,780,780,50000
4,2,785,800,785,785,785,30000
5,2,800,815,800,800,800,40000
2,2,805,820,805,805,805,7000
3,2,810,825,810,810,810,20000
4,2,825,840,825,825,825,80000
5,2,830,845,830,830,830,4000
1,2,830,850,830,830,830,20000
2,3,860,870,860,860,860,50000
3,3,860,875,860,860,860,20000
4,3,865,880,865,865,865,20000
5,3,865,875,860,860,860,10000
1,3,860,880,860,860,860,1000
2,3,860,880,860,860,860,20000
3,3,860,880,860,860,860,10000
4,3,865,880,865,865,865,1000
5,3,870,885,870,870,870,20000
1,3,870,870,870,870,870,0
2,3,870,890,870,870,870,30000
